Name,Translation
केबेटा,kbeta
आसना,asana
साहनी,sahni
सोमप्रकाश,somprakash
शादिक,shadik
पदमा,padama
नूजो,noojo
रमेश,ramesh
उद्मै,udmai
नवजूत,navjoot
जयबीर,jaibir
बृजमोहन,brijmohan
रसील,raseel
नोसाद,nosad
मंताशा,mantasha
बीरगेश,birgesh
अखीलेश,akheelesh
नीशु,neeshu
परभु,parbhu
विरेन्द्र,virender
नजमीन,najmin
नाथूराम,nathuram
वासुदेव,vashudev
मुस्मि,musmi
सतवीर,satveer
कोकिला,kokila
नेहारिका,neharika
शाहिरा,shahera
जानकी,janki
ओंकारेस्वर,omkareswar
तैयब,taiyab
आदिसन,adisan
अहमद,ahamad
कौचू,kouchu
जट,jat
नानक,nanak
स्मर्ति,smarti
हरजीत,harjeet
पारश,parash
प्रविंद्र,pravindra
हमेंट,hament
नाना,nana
गुलशना,gulshana
सोनकी,sonaki
शमशेर,shamsher
क्रशना,krashana
आतिर,aatir
बाबन,baban
सोम,soam
रामवती,ramvati
ज़फ़र,zafar
तुका,tuka
केशांति,keshanti
मनुवर,manuvar
प्रीती,preety
मिनू,minu
आलम,alam
तस्मीना,tasmina
नवनीत,navnit
नूरा,noora
विह्सल,vihsal
सोहनलाल,sohanlal
तोकीर,toquir
ओमप्रकेश,omprkesh
मोहनराम,mohanram
चारण,charan
रामनाथ,ramnath
गौरी,gauri
जेंडर,gjender
जुना,juna
ईश्वर,ishwar
सुंदर,sundar
अभि,abhi
लवतार,lavtar
बच्छा,bachcha
म्नयक,mnyak
खुर्शीद,khursheed
चितप्रीत,chitprit
तप्स्या,tapsya
ईशान,eshaan
परीन,pareen
हजरती,hajrati
विमला,vimla
ओमपरकाश,omparkash
गुड्डी,guddi
हरप्रीत,harprit
गोतम,gotam
महफूज,mahfuj
बाबराम,babram
सुजेन,sujen
साहरिक,sahrik
एकता,ekata
आश्लाम,ashlam
शुमिता,shumita
सुक्षाणा,sukshana
रुध्रा,rudhra
परमोध,parmodh
इलेश,ilesh
जोट,jot
सोमपाल,sompal
शेफाली,shefali
इंदिरा,indira
वालिया,walia
बैचन,baichan
गोल्लू,gollu
पंचू,panchoo
उत्पन,utpana
बोहती,bohati
जिन्सी,jincy
सपना,spna
जुबेद,jubed
प्रसंत,prsant
सरदा,sarda
विक्रांत,vikrant
बीरबल,birbal
हर्षमीत,harshmeet
हरबंश,harbansh
बंतू,bantu
जोयती,joyti
जनम,janam
रामकिआशन,ramkiashan
बिशेष,bishesh
सब्बीर,sabbir
शांति,shanti
उत्कर्ष,utkarsh
रूबल,rubal
घनश्याम,ghanshayam
पम्पा,pampa
कामरुद्दीन,kamruddin
नरबीर,narbir
दीपांसु,deepansu
रति,rati
सुगंति,suganti
माधव,madhav
सबाना,sabana
मनभरबाई,manbharbai
सौनी,sauni
जगनाथ,jagnath
कुमारागे,kumarage
किशोर,kishor
सुचित,suchit
जरीफ,jarif
आन्या,aanya
बजाज,bajaj
नागाजी,nagaji
शकुंतला,shakuntla
रीता,rita
हिमाशु,himashu
अनिकेत,aniket
सामिना,samina
मीनाक्षी,meenakshi
पंचमा,panchma
सुमा,suma
शाधना,shadhna
कांता,kanta
क्लू,klu
करनवीर,karanveer
ज़ारा,zara
शिवानी,sivani
शैल,shail
आसिया,asiya
लवकुश,lavkush
आकाश्य,akashya
प्रमोद,prmod
आशाद,ashad
चतुर्भुज,chaturbhuj
रिया,riya
कर्नेश,karnesh
उमाकान्त,umakant
बाबी,babbi
आलिया,aaliya
एशा,esha
नंकेश,nankesh
निसार,nisar
नजरीन,najrin
यासीन,yasin
आरुषी,aarushi
प्रेते,prete
सजीद,sajid
रामदत्त,ramdutt
साइस्टा,saista
आफ्ताब,aaftaab
ज्ञान,gyaan
लव,love
नेक,nek
पूनिया,punia
सीतल,sital
गगन,gagan
शिल्पा,silpa
राजपुत्र,rajputra
डोलो,dolo
प्यारी,pyari
रामदास,ramdas
साहिल,sahil
लाविश,lavish
छोटी,chhoti
जैश्मिन,jaishmin
पुष्पा,pushpa
सुजान,sujan
दिबाकर,dibakar
बिर्था,birtha
सुशील,sushil
शालेन्द्र,shalender
प्फोला,pphola
प्रभजीत,prabhjit
कलशी,kalashi
शादना,shadna
दीपचंद,deepchand
ईशान्वि,ishanvi
शवनी,shavani
सुनीता,sunita
देवीक,devik
एकता,ekta
आशाराम,asharam
ताजुद्दीन,tajuddin
कल्पना,kalpana
कांचन,kanchn
रिषभ,rishab
जमरुजहा,jamrujaha
इंद्रवती,indrvati
पिंटू,pintu
रूबिया,rubiya
कादु,kadu
लुकमान,lukman
रूबो,rubo
मोहनी,mohni
चंद्रशेखर,chandrashekhar
विपिन,vipin
सचदेव,sachdev
शानी,shani
नंदकिशोर,nandkishore
इल्मा,ilma
प्रेति,preti
गुरविंदर,gurvinder
बृजनंदन,brijnandan
दत्ता,dutta
मोहिनी,mohini
हमीम,hamim
बसंती,basanti
सुनीथा,sunitha
संतराम,santram
नवलीन,navleen
स्कुनतला,skunatla
हनीफ,haneef
तिलकराज,tilakraj
जीते,jeete
किस्मत,kismat
फन्नी,fanni
अजीमा,ajima
इशान,ishan
महासिंह,mahasingh
धर्मशीला,dharmshila
प्राणवि,pranavi
छब्बी,chhabi
सहगुफ्ता,sahgufta
गुनानिधि,gunanidhi
रुक्सीन,ruksin
हरभजन,harbhajan
सितारे,sitare
सुरेंद्र,surendera
गुड़िया,gudia
हरप्रसाद,harprasad
मुख्तियार,mukhtiyar
फूल,phul
अन्नीलाल,annielal
गंभीर,gambhir
हरिशंकर,harishankar
एवन,evan
शुशीला,shushila
निपम,nipam
गौतमि,gautami
आराधना,araddhna
अंसल,ansal
गंगो,gango
हुसैन,hussain
द्रुगा,druga
नजराना,najarana
माधो,madho
लिवेरी,liveri
विजेन्द्र,vijendar
हेमलता,hemlata
बिंदर,binder
विश्वनाथ,vishvanath
केतन,ketan
जबीर,jabir
अमीरुल,amirul
जॉय,joy
कामना,kamna
सायरा,sayara
नादिनी,nadini
एमजेडआई,mjudi
विदुषि,vidushi
रिशु,rishu
रियाजुल,riyajul
हुकुम,hukum
भूपसिंह,bhoopsingh
नगेन्दर,nagender
हेतल,hetal
अमरजीत,amarjeet
बार्जेश,barjesh
महजबी,mahjabi
पंचु,pancu
अंकीत,ankeet
बिराम,biram
टिंकू,tinku
रणवीर,ranveer
संजू,sanju
जसीराम,jasiram
सुमेंत्रा,sumemtra
मंडा,manda
राजकारंत,rajkarnta
मारियम,marium
आनंद,aanad
मनाली,manali
स्पना,spana
मेर्री,merry
रूपम,roopam
श्रीपाल,shripal
अजित,ajit
अनिष्का,anishkaa
सुजल,sujal
आजाद,aajad
गुंजा,gunja
जेटेंडर,jetender
नहानी,nahani
रामपयारी,rampayari
सुक्का,sukka
मुस्तकीम,mustkeem
आसमा,asma
वसीम,waseem
हाजी,haji
दिपाली,dipali
सम्सुद्दीन,samsuddin
मेघनाथ,meghanath
सेमा,sema
मोहसीना,mohseena
छोटी,choti
शाहिदा,shahida
भगवती,bhagvati
शावित्री,shavitri
हेमानी,hemani
वकेश,vakesh
जफरिन,jafrin
सुकुल,sukul
किशनाराम,kishnaram
राजकुमारी,rajkumari
जैसिघ,jaisigh
जैतून,jaitun
सिमिलता,similata
श्रीमान,shriman
हेमलत,hemlat
कस्तूरी,kastoori
दिव्यांश,divyansh
साकेत,saket
तनिश,tanish
कौशर,kaushar
आयुषी,ayushi
मनीरा,manira
सभना,sabhana
महाजन,mahajan
अलहबसरी,alahbasri
सोदन,sodan
धरमा,dhrama
आशक,ashak
तनुजा,tanuja
चोप्र,chopra
राजिन्दर,rajinder
विनित,vinit
रफ़ी,rafi
आरती,arati
बुधन,budhan
माही,mahi
शमीना,shamina
अप्सना,apsana
मुस्रा,musra
नाफे,nafe
शशिबाला,shashibala
शाकुंतला,shqakuntla
लीना,leena
सैमसंग,samsung
चंदा,chnada
शैलेंद्र,shailender
वाडेकर,wadekar
हीरालाल,heeralal
नेराज,neraj
कासिम,kasim
सेवा,seva
मयूरी,mayuri
ताहसीन,tahseen
बेनू,benu
लवली,lovely
बबली,babli
भगाएं,bhagay
विर,vira
तौहीद,tohid
कुम,kum
अमीन,amin
बलराम,balaram
मनीषा,maneesha
नरगिश,nargish
अनिल,anil
घुरुल,ghurul
गोपेश,gopesh
अकीब,akib
कसुम्बी,kasumbi
सोनम,sonam
छाया,chaya
भास्कर,bhasker
जयराम,jairam
मौसीन,mousin
रेश्मी,reshmi
सलमा,salma
लीला,leela
बिर्जेश,birjesh
अर्चना,archna
रामफेर,rampher
बदरुद्दीन,badrudeen
आराध्या,aradhya
अदनान,adnan
रामकिश,ramkish
उजाम्मा,ujamma
मेनपाल,menpal
कश्मीर,kashmir
अबीदा,abida
मोमिता,momita
रिषभ,rishabh
भूमि,bhoomi
एलटीए,lta
सुनील,suneel
प्रियांसी,priyansi
आबिद,aabid
विभूति,vibhuti
दिनेश,dinesh
गुलदस्ता,guldasta
पवनेश,pavnesh
भूमिका,bhumika
रुकसना,ruksana
रहीमुन,rahimun
नसीमा,nasima
जोश्ना,joshna
बिश्नु,bishnu
अमिताभ,amitabh
दक्ष्य,dakshya
सारह,sarah
राधेयश्याम,radheyshyam
मनभर,manbhar
मोहनलाल,mohanlal
जोगिंदर,joginder
अलहमदी,alhamdi
सवरीन,savrin
खुशनुदी,khushnudi
सादब,sadab
मकान,makan
अनमोल,anmol
सिराज,siraj
तेज,tej
सुखप्रीत,sukhpreeet
श्लेंडर,shlender
आविद,avid
भूद,bhud
वितन,vitan
पावी,pavi
सम्मान,samman
भादुर,bhadur
खुम्लो,khumlo
लाडली,ladli
सुधा,sudha
साहजाद,sahjad
मोनूपाल,monupal
रोसी,rosy
भागीरथ,bhagirath
राईसुद्दीन,raisuddin
सोमा,soma
चंदेरबाल,chanderbal
रोशनी,roshani
यशबीर,yashbir
शैफली,shaifali
गरिमा,garima
भुली,bhuli
भाड़ाल,bhaddal
सक्चम,sakcham
शंकर,shankar
अविनास,avinas
कबीद,kabid
शबुद्दीन,shabuddin
सकुंतला,sakuntla
कोईलू,koilu
